Year,Month,Fuel Type,Quantity,UNIT
2002,May,Fuel Oil,186.544644,GWh
2002,May,Coal & Lignite,1536.42657,GWh
2002,May,Natural Gas,7023.38373,GWh
2002,May,Diesel,15.528,GWh
2002,May,Imported,221.697,GWh
2002,May,Renewable Energy,68.653387,GWh
2002,June,Hydro Electricity,413.523,GWh
2002,June,Fuel Oil,163.845232,GWh
2002,June,Coal & Lignite,1414.12534,GWh
2002,June,Natural Gas,7156.95644,GWh
2002,June,Diesel,4.988,GWh
2002,June,Imported,271.794,GWh
2002,June,Renewable Energy,58.922459,GWh
2002,July,Hydro Electricity,483.933,GWh
2002,July,Fuel Oil,141.29256,GWh
2002,July,Coal & Lignite,1406.55346,GWh
2002,July,Natural Gas,7340.67118,GWh
2002,July,Diesel,23.763,GWh
2002,July,Imported,301.329,GWh
2002,July,Renewable Energy,54.45689,GWh
2002,August,Hydro Electricity,551.233,GWh
2002,August,Fuel Oil,160.446584,GWh
2002,August,Coal & Lignite,1499.10156,GWh
2002,August,Natural Gas,6982.19439,GWh
2002,August,Diesel,46.727,GWh
2002,August,Imported,313.36,GWh
2002,August,Renewable Energy,46.471705,GWh
2002,September,Hydro Electricity,597.483,GWh
2002,September,Fuel Oil,191.170232,GWh
2002,September,Coal & Lignite,1681.69258,GWh
2002,September,Natural Gas,6518.40515,GWh
2002,September,Diesel,27.925,GWh
2002,September,Imported,289.412,GWh
2002,September,Renewable Energy,33.1233,GWh
2002,October,Hydro Electricity,669.569,GWh
2002,October,Fuel Oil,155.426904,GWh
2002,October,Coal & Lignite,1665.9632,GWh
2002,October,Natural Gas,6734.45434,GWh
2002,October,Diesel,3.094,GWh
2002,October,Imported,300.716,GWh
2002,October,Renewable Energy,45.319131,GWh
2002,November,Hydro Electricity,788.591,GWh
2002,November,Fuel Oil,113.487048,GWh
2002,November,Coal & Lignite,1694.58788,GWh
2002,November,Natural Gas,6290.70407,GWh
2002,November,Diesel,1.809,GWh
2002,November,Imported,241.297,GWh
2002,November,Renewable Energy,49.463449,GWh
2002,December,Hydro Electricity,641.938,GWh
2002,December,Fuel Oil,119.20912,GWh
2002,December,Coal & Lignite,1669.806628,GWh
2002,December,Natural Gas,6417.44485,GWh
2002,December,Diesel,2.252,GWh
2002,December,Imported,223.118,GWh
2002,December,Renewable Energy,78.618023,GWh
2003,January,Hydro Electricity,687.911,GWh
2003,January,Fuel Oil,111.114048,GWh
2003,January,Coal & Lignite,1761.148784,GWh
2003,January,Natural Gas,6115.80199,GWh
2003,January,Diesel,2.984,GWh
2003,January,Imported,189.802,GWh
2003,January,Renewable Energy,109.114954,GWh
2003,February,Hydro Electricity,696.466,GWh
2003,February,Fuel Oil,141.805728,GWh
2003,February,Coal & Lignite,1689.866336,GWh
2003,February,Natural Gas,6048.95529,GWh
2003,February,Diesel,1.519,GWh
2003,February,Imported,140.375,GWh
2003,February,Renewable Energy,100.927502,GWh
2003,March,Hydro Electricity,801.516,GWh
2003,March,Fuel Oil,141.61828,GWh
2003,March,Coal & Lignite,1705.042726,GWh
2003,March,Natural Gas,7309.72838,GWh
2003,March,Diesel,3,GWh
2003,March,Imported,146.974,GWh
2003,March,Renewable Energy,107.232232,GWh
2003,April,Hydro Electricity,734.497,GWh
2003,April,Fuel Oil,176.409984,GWh
2003,April,Coal & Lignite,1613.403413,GWh
2003,April,Natural Gas,7204.7557,GWh
2003,April,Diesel,4.322,GWh
2003,April,Imported,114.733,GWh
2003,April,Renewable Energy,114.981309,GWh
2003,May,Hydro Electricity,815.871,GWh
2003,May,Fuel Oil,293.332272,GWh
2003,May,Coal & Lignite,1565.88494,GWh
2003,May,Natural Gas,7574.82505,GWh
2003,May,Diesel,4.752,GWh
2003,May,Imported,174.739,GWh
2003,May,Renewable Energy,110.6692,GWh
2003,June,Hydro Electricity,624.997,GWh
2003,June,Fuel Oil,163.463416,GWh
2003,June,Coal & Lignite,1705.830186,GWh
2003,June,Natural Gas,7181.36041,GWh
2003,June,Diesel,3.017,GWh
2003,June,Imported,223.706,GWh
2003,June,Renewable Energy,109.153799,GWh
2003,July,Hydro Electricity,454.966,GWh
2003,July,Fuel Oil,136.755232,GWh
2003,July,Coal & Lignite,1628.010973,GWh
2003,July,Natural Gas,7497.97172,GWh
2003,July,Diesel,2.783,GWh
2003,July,Imported,237.112,GWh
2003,July,Renewable Energy,94.813143,GWh
2003,August,Hydro Electricity,471.435,GWh
2003,August,Fuel Oil,238.507312,GWh
2003,August,Coal & Lignite,1492.685173,GWh
2003,August,Natural Gas,7706.70627,GWh
2003,August,Diesel,7.588,GWh
2003,August,Imported,259.511,GWh
2003,August,Renewable Energy,87.157688,GWh
2003,September,Hydro Electricity,353.666,GWh
2003,September,Fuel Oil,357.86832,GWh
2003,September,Coal & Lignite,1466.992858,GWh
2003,September,Natural Gas,7399.12303,GWh
2003,September,Diesel,8.051,GWh
2003,September,Imported,284.298,GWh
2003,September,Renewable Energy,91.81716,GWh
2003,October,Hydro Electricity,388.326,GWh
2003,October,Fuel Oil,271.64884,GWh
2003,October,Coal & Lignite,1406.871743,GWh
2003,October,Natural Gas,7817.93321,GWh
2003,October,Diesel,10.983,GWh
2003,October,Imported,298.834,GWh
2003,October,Renewable Energy,71.844447,GWh
2003,November,Hydro Electricity,612.745,GWh
2003,November,Fuel Oil,232.25508,GWh
2003,November,Coal & Lignite,1568.637608,GWh
2003,November,Natural Gas,7254.98481,GWh
2003,November,Diesel,19.722,GWh
2003,November,Imported,221.68,GWh
2003,November,Renewable Energy,75.116576,GWh
2003,December,Hydro Electricity,565.359,GWh
2003,December,Fuel Oil,206.752488,GWh
2003,December,Coal & Lignite,1697.005164,GWh
2003,December,Natural Gas,6575.68065,GWh
2003,December,Diesel,6.575,GWh
2003,December,Imported,181.648,GWh
2003,December,Renewable Energy,121.413302,GWh
2004,January,Hydro Electricity,566.563,GWh
2004,January,Fuel Oil,367.853016,GWh
2004,January,Coal & Lignite,1796.957242,GWh
2004,January,Natural Gas,6535.61385,GWh
2004,January,Diesel,37.412,GWh
2004,January,Imported,151.658,GWh
2004,January,Renewable Energy,130.137436,GWh
2004,February,Hydro Electricity,579.454,GWh
2004,February,Fuel Oil,336.377596,GWh
2004,February,Coal & Lignite,1634.018338,GWh
2004,February,Natural Gas,6580.05258,GWh
2004,February,Diesel,142.936,GWh
2004,February,Imported,182.149,GWh
2004,February,Renewable Energy,131.040818,GWh
2004,March,Hydro Electricity,704.088,GWh
2004,March,Fuel Oil,683.92176,GWh
2004,March,Coal & Lignite,1576.762162,GWh
2004,March,Natural Gas,7953.72999,GWh
2004,March,Diesel,12.128,GWh
2004,March,Imported,148.301,GWh
2004,March,Renewable Energy,122.709382,GWh
2004,April,Hydro Electricity,620.529,GWh
2004,April,Fuel Oil,527.045256,GWh
2004,April,Coal & Lignite,1582.52317,GWh
2004,April,Natural Gas,7591.44379,GWh
2004,April,Diesel,16.151,GWh
2004,April,Imported,310.092,GWh
2004,April,Renewable Energy,128.846673,GWh
2004,May,Hydro Electricity,400.861,GWh
2004,May,Fuel Oil,742.651444,GWh
2004,May,Coal & Lignite,1870.304418,GWh
2004,May,Natural Gas,7815.15899,GWh
2004,May,Diesel,7.809,GWh
2004,May,Imported,216.585,GWh
2004,May,Renewable Energy,123.008964,GWh
2004,June,Hydro Electricity,286.088,GWh
2004,June,Fuel Oil,528.973436,GWh
2004,June,Coal & Lignite,1866.466993,GWh
2004,June,Natural Gas,7569.8802,GWh
2004,June,Diesel,1.121,GWh
2004,June,Imported,282.325,GWh
2004,June,Renewable Energy,113.59117,GWh
2004,July,Hydro Electricity,417.505,GWh
2004,July,Fuel Oil,633.089916,GWh
2004,July,Coal & Lignite,1623.903352,GWh
2004,July,Natural Gas,7967.66697,GWh
2004,July,Diesel,2.477,GWh
2004,July,Imported,361.387,GWh
2004,July,Renewable Energy,101.619412,GWh
2004,August,Hydro Electricity,374.244,GWh
2004,August,Fuel Oil,430.331952,GWh
2004,August,Coal & Lignite,1665.432596,GWh
2004,August,Natural Gas,7971.6038,GWh
2004,August,Diesel,2.526,GWh
2004,August,Imported,382.178,GWh
2004,August,Renewable Energy,96.650865,GWh
2004,September,Hydro Electricity,399.71,GWh
2004,September,Fuel Oil,349.13602,GWh
2004,September,Coal & Lignite,1736.567777,GWh
2004,September,Natural Gas,7817.64226,GWh
2004,September,Diesel,3.68,GWh
2004,September,Imported,362.984,GWh
2004,September,Renewable Energy,110.516579,GWh
2004,October,Hydro Electricity,434.266,GWh
2004,October,Fuel Oil,454.68467,GWh
2004,October,Coal & Lignite,1653.597694,GWh
2004,October,Natural Gas,7923.651878,GWh
2004,October,Diesel,0.969,GWh
2004,October,Imported,373.341,GWh
2004,October,Renewable Energy,218.019975,GWh
2004,November,Hydro Electricity,611.65,GWh
2004,November,Fuel Oil,341.28679,GWh
2004,November,Coal & Lignite,1615.87807,GWh
2004,November,Natural Gas,7627.171938,GWh
2004,November,Diesel,2.384,GWh
2004,November,Imported,352.356,GWh
2004,November,Renewable Energy,202.233476,GWh
2004,December,Hydro Electricity,501.336,GWh
2004,December,Fuel Oil,234.49567,GWh
2004,December,Coal & Lignite,1782.067256,GWh
2004,December,Natural Gas,6935.434831,GWh
2004,December,Diesel,3.356,GWh
2004,December,Imported,254.498,GWh
2004,December,Renewable Energy,201.367619,GWh
2005,January,Hydro Electricity,574.425,GWh
2005,January,Fuel Oil,245.91872,GWh
2005,January,Coal & Lignite,1649.300951,GWh
2005,January,Natural Gas,7271.004517,GWh
2005,January,Diesel,11.083,GWh
2005,January,Imported,234.066,GWh
2005,January,Renewable Energy,241.69109,GWh
2005,February,Hydro Electricity,634.716,GWh
2005,February,Fuel Oil,586.170892,GWh
2005,February,Coal & Lignite,1405.497212,GWh
2005,February,Natural Gas,7351.06654,GWh
2005,February,Diesel,26.311,GWh
2005,February,Imported,193.955,GWh
2005,February,Renewable Energy,163.708583,GWh
2005,March,Hydro Electricity,635.748,GWh
2005,March,Fuel Oil,732.409608,GWh
2005,March,Coal & Lignite,1798.187611,GWh
2005,March,Natural Gas,8215.16984,GWh
2005,March,Diesel,9.492,GWh
2005,March,Imported,304.439,GWh
2005,March,Renewable Energy,177.87104,GWh
2005,April,Hydro Electricity,558.81,GWh
2005,April,Fuel Oil,861.586826,GWh
2005,April,Coal & Lignite,1706.600272,GWh
2005,April,Natural Gas,7676.46322,GWh
2005,April,Diesel,42.594,GWh
2005,April,Imported,311.016,GWh
2005,April,Renewable Energy,144.1061,GWh
2005,May,Hydro Electricity,571.589,GWh
2005,May,Fuel Oil,836.67379,GWh
2005,May,Coal & Lignite,1766.799588,GWh
2005,May,Natural Gas,8709.35498,GWh
2005,May,Diesel,36.85,GWh
2005,May,Imported,282.501,GWh
2005,May,Renewable Energy,149.713409,GWh
2005,June,Hydro Electricity,427.05,GWh
2005,June,Fuel Oil,683.696608,GWh
2005,June,Coal & Lignite,1859.793106,GWh
2005,June,Natural Gas,8117.14056,GWh
2005,June,Diesel,5.147,GWh
2005,June,Imported,409.149,GWh
2005,June,Renewable Energy,135.254778,GWh
2005,July,Hydro Electricity,338.344,GWh
2005,July,Fuel Oil,625.531858,GWh
2005,July,Coal & Lignite,1833.89824,GWh
2005,July,Natural Gas,8047.26175,GWh
2005,July,Diesel,2.193,GWh
2005,July,Imported,434.848,GWh
2005,July,Renewable Energy,137.538541,GWh
2005,August,Hydro Electricity,272.309,GWh
2005,August,Fuel Oil,634.012132,GWh
2005,August,Coal & Lignite,1733.893719,GWh
2005,August,Natural Gas,8202.29487,GWh
2005,August,Diesel,3.582,GWh
2005,August,Imported,489.889,GWh
2005,August,Renewable Energy,134.493809,GWh
2005,September,Hydro Electricity,285.245,GWh
2005,September,Fuel Oil,844.317466,GWh
2005,September,Coal & Lignite,1605.420442,GWh
2005,September,Natural Gas,7866.96994,GWh
2005,September,Diesel,30.452,GWh
2005,September,Imported,493.778,GWh
2005,September,Renewable Energy,124.006097,GWh
2005,October,Hydro Electricity,382.632,GWh
2005,October,Fuel Oil,932.578756,GWh
2005,October,Coal & Lignite,1708.584104,GWh
2005,October,Natural Gas,8025.5183,GWh
2005,October,Diesel,5.493,GWh
2005,October,Imported,376.636,GWh
2005,October,Renewable Energy,114.420277,GWh
2005,November,Hydro Electricity,452.166,GWh
2005,November,Fuel Oil,383.11465,GWh
2005,November,Coal & Lignite,1777.964455,GWh
2005,November,Natural Gas,7866.012181,GWh
2005,November,Diesel,1.796,GWh
2005,November,Imported,440.681,GWh
2005,November,Renewable Energy,102.078442,GWh
2005,December,Hydro Electricity,538.147,GWh
2005,December,Fuel Oil,365.029426,GWh
2005,December,Coal & Lignite,1768.364954,GWh
2005,December,Natural Gas,7119.365768,GWh
2005,December,Diesel,1.855,GWh
2005,December,Imported,400.927,GWh
2005,December,Renewable Energy,140.347141,GWh
2006,January,Hydro Electricity,629.125,GWh
2006,January,Fuel Oil,540.717864,GWh
2006,January,Coal & Lignite,1681.44187,GWh
2006,January,Natural Gas,7335.65297,GWh
2006,January,Diesel,3.396,GWh
2006,January,Imported,377.456,GWh
2006,January,Renewable Energy,189.009354,GWh
2006,February,Hydro Electricity,683.335,GWh
2006,February,Fuel Oil,1271.690062,GWh
2006,February,Coal & Lignite,1458.10025,GWh
2006,February,Natural Gas,6813.991013,GWh
2006,February,Diesel,10.863,GWh
2006,February,Imported,366.694,GWh
2006,February,Renewable Energy,164.069844,GWh
2006,March,Hydro Electricity,756.242,GWh
2006,March,Fuel Oil,1018.207718,GWh
2006,March,Coal & Lignite,1676.366429,GWh
2006,March,Natural Gas,8573.072352,GWh
2006,March,Diesel,37.429,GWh
2006,March,Imported,449.858,GWh
2006,March,Renewable Energy,208.863571,GWh
2006,April,Hydro Electricity,661.971,GWh
2006,April,Fuel Oil,810.60293,GWh
2006,April,Coal & Lignite,1731.951195,GWh
2006,April,Natural Gas,7827.542709,GWh
2006,April,Diesel,9.975,GWh
2006,April,Imported,409.014,GWh
2006,April,Renewable Energy,176.411746,GWh
2006,May,Hydro Electricity,535.934,GWh
2006,May,Fuel Oil,860.924422,GWh
2006,May,Coal & Lignite,2043.893389,GWh
2006,May,Natural Gas,8544.187164,GWh
2006,May,Diesel,3.298,GWh
2006,May,Imported,294.487,GWh
2006,May,Renewable Energy,153.685199,GWh
2006,June,Hydro Electricity,516.006,GWh
2006,June,Fuel Oil,1122.24898,GWh
2006,June,Coal & Lignite,1998.356454,GWh
2006,June,Natural Gas,7985.80043,GWh
2006,June,Diesel,2.356,GWh
2006,June,Imported,437.643,GWh
2006,June,Renewable Energy,118.257787,GWh
2006,July,Hydro Electricity,541.743,GWh
2006,July,Fuel Oil,973.595306,GWh
2006,July,Coal & Lignite,2010.547929,GWh
2006,July,Natural Gas,8084.406616,GWh
2006,July,Diesel,1.056,GWh
2006,July,Imported,496.196,GWh
2006,July,Renewable Energy,164.968011,GWh
2006,August,Hydro Electricity,667.715,GWh
2006,August,Fuel Oil,593.414238,GWh
2006,August,Coal & Lignite,2209.809809,GWh
2006,August,Natural Gas,8067.034485,GWh
2006,August,Diesel,2.428,GWh
2006,August,Imported,511.427,GWh
2006,August,Renewable Energy,181.357249,GWh
2006,September,Hydro Electricity,705.986,GWh
2006,September,Fuel Oil,287.25913,GWh
2006,September,Coal & Lignite,2344.394678,GWh
2006,September,Natural Gas,7876.828326,GWh
2006,September,Diesel,3.817,GWh
2006,September,Imported,505.986,GWh
2006,September,Renewable Energy,160.903022,GWh
2006,October,Hydro Electricity,846.2,GWh
2006,October,Fuel Oil,136.19386,GWh
2006,October,Coal & Lignite,2476.186634,GWh
2006,October,Natural Gas,7954.942198,GWh
2006,October,Diesel,0.609,GWh
2006,October,Imported,434.085,GWh
2006,October,Renewable Energy,160.401497,GWh
2006,November,Hydro Electricity,663.127,GWh
2006,November,Fuel Oil,120.416852,GWh
2006,November,Coal & Lignite,2503.036292,GWh
2006,November,Natural Gas,8023.881754,GWh
2006,November,Diesel,0.704,GWh
2006,November,Imported,478.716,GWh
2006,November,Renewable Energy,135.418914,GWh
2006,December,Hydro Electricity,742.666,GWh
2006,December,Fuel Oil,101.517834,GWh
2006,December,Coal & Lignite,2334.294623,GWh
2006,December,Natural Gas,7351.116343,GWh
2006,December,Diesel,0.991,GWh
2006,December,Imported,390.292,GWh
2006,December,Renewable Energy,182.771505,GWh
2007,January,Hydro Electricity,754.107,GWh
2007,January,Fuel Oil,19.919432,GWh
2007,January,Coal & Lignite,2587.882068,GWh
2007,January,Natural Gas,7315.043858,GWh
2007,January,Diesel,2.131,GWh
2007,January,Imported,335.497,GWh
2007,January,Renewable Energy,244.763252,GWh
2007,February,Hydro Electricity,777.031,GWh
2007,February,Fuel Oil,107.039714,GWh
2007,February,Coal & Lignite,2481.475121,GWh
2007,February,Natural Gas,7042.446179,GWh
2007,February,Diesel,1.916,GWh
2007,February,Imported,278.82,GWh
2007,February,Renewable Energy,214.568313,GWh
2007,March,Hydro Electricity,844.966,GWh
2007,March,Fuel Oil,268.15284,GWh
2007,March,Coal & Lignite,2679.405536,GWh
2007,March,Natural Gas,8829.521519,GWh
2007,March,Diesel,1.26,GWh
2007,March,Imported,386.005,GWh
2007,March,Renewable Energy,252.884214,GWh
2007,April,Hydro Electricity,732.705,GWh
2007,April,Fuel Oil,295.126874,GWh
2007,April,Coal & Lignite,2587.084794,GWh
2007,April,Natural Gas,8001.947277,GWh
2007,April,Diesel,4.933,GWh
2007,April,Imported,365.275,GWh
2007,April,Renewable Energy,227.417897,GWh
2007,May,Hydro Electricity,540.524,GWh
2007,May,Fuel Oil,207.888302,GWh
2007,May,Coal & Lignite,2613.367628,GWh
2007,May,Natural Gas,8681.213512,GWh
2007,May,Diesel,1.964,GWh
2007,May,Imported,400.039,GWh
2007,May,Renewable Energy,217.564908,GWh
2007,June,Hydro Electricity,677.785,GWh
2007,June,Fuel Oil,278.15542,GWh
2007,June,Coal & Lignite,2656.62715,GWh
2007,June,Natural Gas,8621.458083,GWh
2007,June,Diesel,2.519,GWh
2007,June,Imported,333.761,GWh
2007,June,Renewable Energy,197.365766,GWh
2007,July,Hydro Electricity,705.674,GWh
2007,July,Fuel Oil,33.193488,GWh
2007,July,Coal & Lignite,2759.544358,GWh
2007,July,Natural Gas,8457.310532,GWh
2007,July,Diesel,2.816,GWh
2007,July,Imported,422.916,GWh
2007,July,Renewable Energy,195.517557,GWh
2007,August,Hydro Electricity,644.381,GWh
2007,August,Fuel Oil,429.558496,GWh
2007,August,Coal & Lignite,2579.858436,GWh
2007,August,Natural Gas,8554.81963,GWh
2007,August,Diesel,2.448,GWh
2007,August,Imported,335.659,GWh
2007,August,Renewable Energy,187.841126,GWh
2007,September,Hydro Electricity,530.348,GWh
2007,September,Fuel Oil,238.259598,GWh
2007,September,Coal & Lignite,2685.243759,GWh
2007,September,Natural Gas,8819.507071,GWh
2007,September,Diesel,1.086,GWh
2007,September,Imported,273.483,GWh
2007,September,Renewable Energy,171.862466,GWh
2007,October,Hydro Electricity,439.721,GWh
2007,October,Fuel Oil,437.098952,GWh
2007,October,Coal & Lignite,2644.250846,GWh
2007,October,Natural Gas,8278.434966,GWh
2007,October,Diesel,2.116,GWh
2007,October,Imported,502.59,GWh
2007,October,Renewable Energy,175.084006,GWh
2007,November,Hydro Electricity,552.933,GWh
2007,November,Fuel Oil,221.468,GWh
2007,November,Coal & Lignite,2368.203997,GWh
2007,November,Natural Gas,7847.089784,GWh
2007,November,Diesel,1.813,GWh
2007,November,Imported,435.945,GWh
2007,November,Renewable Energy,151.361909,GWh
2007,December,Hydro Electricity,761.182,GWh
2007,December,Fuel Oil,452.785,GWh
2007,December,Coal & Lignite,2238.168654,GWh
2007,December,Natural Gas,7794.678222,GWh
2007,December,Diesel,3.236,GWh
2007,December,Imported,418.368,GWh
2007,December,Renewable Energy,198.480324,GWh
2008,January,Hydro Electricity,739.385,GWh
2008,January,Fuel Oil,2.54,GWh
2008,January,Coal & Lignite,2623.58396,GWh
2008,January,Natural Gas,7950.281067,GWh
2008,January,Diesel,2.057,GWh
2008,January,Imported,342.253,GWh
2008,January,Renewable Energy,221.005796,GWh
2008,February,Hydro Electricity,714.014,GWh
2008,February,Fuel Oil,95.989,GWh
2008,February,Coal & Lignite,2533.468385,GWh
2008,February,Natural Gas,7817.421619,GWh
2008,February,Diesel,1.321,GWh
2008,February,Imported,170.173,GWh
2008,February,Renewable Energy,198.566456,GWh
2008,March,Hydro Electricity,823.863,GWh
2008,March,Fuel Oil,449.244,GWh
2008,March,Coal & Lignite,2698.223838,GWh
2008,March,Natural Gas,8954.575709,GWh
2008,March,Diesel,2.636,GWh
2008,March,Imported,152.479,GWh
2008,March,Renewable Energy,206.740812,GWh
2008,April,Hydro Electricity,824.427,GWh
2008,April,Fuel Oil,344.63064,GWh
2008,April,Coal & Lignite,2780.01118,GWh
2008,April,Natural Gas,8181.950588,GWh
2008,April,Diesel,5.975,GWh
2008,April,Imported,260.317,GWh
2008,April,Renewable Energy,194.647495,GWh
2008,May,Hydro Electricity,542.474,GWh
2008,May,Fuel Oil,95.725528,GWh
2008,May,Coal & Lignite,2730.874569,GWh
2008,May,Natural Gas,9342.356519,GWh
2008,May,Diesel,1.014,GWh
2008,May,Imported,167.29,GWh
2008,May,Renewable Energy,178.143394,GWh
2008,June,Hydro Electricity,530.028,GWh
2008,June,Fuel Oil,4.284,GWh
2008,June,Coal & Lignite,2603.571985,GWh
2008,June,Natural Gas,9243.194407,GWh
2008,June,Diesel,1.817,GWh
2008,June,Imported,227.364,GWh
2008,June,Renewable Energy,174.376207,GWh
2008,July,Hydro Electricity,520.522,GWh
2008,July,Fuel Oil,4.147704,GWh
2008,July,Coal & Lignite,2498.428783,GWh
2008,July,Natural Gas,9590.386107,GWh
2008,July,Diesel,1.424,GWh
2008,July,Imported,275.81,GWh
2008,July,Renewable Energy,179.783562,GWh
2008,August,Hydro Electricity,436.718,GWh
2008,August,Fuel Oil,4.541592,GWh
2008,August,Coal & Lignite,2514.746148,GWh
2008,August,Natural Gas,9641.281555,GWh
2008,August,Diesel,1.292,GWh
2008,August,Imported,271.387,GWh
2008,August,Renewable Energy,168.790371,GWh
2008,September,Hydro Electricity,388.364,GWh
2008,September,Fuel Oil,6.248872,GWh
2008,September,Coal & Lignite,2581.747094,GWh
2008,September,Natural Gas,8898.961308,GWh
2008,September,Diesel,1.799,GWh
2008,September,Imported,327.002,GWh
2008,September,Renewable Energy,169.259969,GWh
2008,October,Hydro Electricity,376.447,GWh
2008,October,Fuel Oil,3.836828,GWh
2008,October,Coal & Lignite,2593.788919,GWh
2008,October,Natural Gas,9301.842434,GWh
2008,October,Diesel,1.28,GWh
2008,October,Imported,268.448,GWh
2008,October,Renewable Energy,171.966192,GWh
2008,November,Hydro Electricity,428.336,GWh
2008,November,Fuel Oil,2.917098,GWh
2008,November,Coal & Lignite,2417.589355,GWh
2008,November,Natural Gas,8194.622183,GWh
2008,November,Diesel,1.295,GWh
2008,November,Imported,183.027,GWh
2008,November,Renewable Energy,119.857027,GWh
2008,December,Hydro Electricity,626.112,GWh
2008,December,Fuel Oil,2.701504,GWh
2008,December,Coal & Lignite,2261.605686,GWh
2008,December,Natural Gas,7341.047469,GWh
2008,December,Diesel,1.372,GWh
2008,December,Imported,138.023,GWh
2008,December,Renewable Energy,167.884186,GWh
2009,January,Hydro Electricity,742.812,GWh
2009,January,Fuel Oil,36.210276,GWh
2009,January,Coal & Lignite,2688.467512,GWh
2009,January,Natural Gas,6572.126107,GWh
2009,January,Diesel,1.249,GWh
2009,January,Imported,171.113,GWh
2009,January,Renewable Energy,197.362209,GWh
2009,February,Hydro Electricity,715.348,GWh
2009,February,Fuel Oil,2.762794,GWh
2009,February,Coal & Lignite,2280.617187,GWh
2009,February,Natural Gas,7680.213357,GWh
2009,February,Diesel,1.011,GWh
2009,February,Imported,106.098,GWh
2009,February,Renewable Energy,308.134602,GWh
2009,March,Hydro Electricity,810.435,GWh
2009,March,Fuel Oil,2.540134,GWh
2009,March,Coal & Lignite,2584.955862,GWh
2009,March,Natural Gas,9168.347062,GWh
2009,March,Diesel,12.907,GWh
2009,March,Imported,130.432,GWh
2009,March,Renewable Energy,189.797167,GWh
2009,April,Hydro Electricity,718.984,GWh
2009,April,Fuel Oil,2.489016,GWh
2009,April,Coal & Lignite,2579.322352,GWh
2009,April,Natural Gas,8579.835954,GWh
2009,April,Diesel,8.242,GWh
2009,April,Imported,108.284,GWh
2009,April,Renewable Energy,168.052438,GWh
2009,May,Hydro Electricity,539.557,GWh
2009,May,Fuel Oil,4.151812,GWh
2009,May,Coal & Lignite,2623.533771,GWh
2009,May,Natural Gas,9283.291566,GWh
2009,May,Diesel,6.781,GWh
2009,May,Imported,147.446,GWh
2009,May,Renewable Energy,177.194499,GWh
2009,June,Hydro Electricity,367.899,GWh
2009,June,Fuel Oil,9.652624,GWh
2009,June,Coal & Lignite,2664.167116,GWh
2009,June,Natural Gas,9273.553772,GWh
2009,June,Diesel,1.165,GWh
2009,June,Imported,182.692,GWh
2009,June,Renewable Energy,173.22676,GWh
2009,July,Hydro Electricity,368.54,GWh
2009,July,Fuel Oil,4.551672,GWh
2009,July,Coal & Lignite,2734.530936,GWh
2009,July,Natural Gas,9262.071536,GWh
2009,July,Diesel,1.943,GWh
2009,July,Imported,236.854,GWh
2009,July,Renewable Energy,194.764947,GWh
2009,August,Hydro Electricity,584.436,GWh
2009,August,Fuel Oil,152.472276,GWh
2009,August,Coal & Lignite,2547.782291,GWh
2009,August,Natural Gas,9417.869056,GWh
2009,August,Diesel,0.434,GWh
2009,August,Imported,275.083,GWh
2009,August,Renewable Energy,179.613221,GWh
2009,September,Hydro Electricity,391.913,GWh
2009,September,Fuel Oil,5.806538,GWh
2009,September,Coal & Lignite,2485.537012,GWh
2009,September,Natural Gas,9486.151247,GWh
2009,September,Diesel,2.915,GWh
2009,September,Imported,205.877,GWh
2009,September,Renewable Energy,172.519338,GWh
2009,October,Hydro Electricity,476.091,GWh
2009,October,Fuel Oil,183.672718,GWh
2009,October,Coal & Lignite,2281.191519,GWh
2009,October,Natural Gas,9738.345998,GWh
2009,October,Diesel,1.802,GWh
2009,October,Imported,273.762,GWh
2009,October,Renewable Energy,158.065009,GWh
2009,November,Hydro Electricity,516.949,GWh
2009,November,Fuel Oil,32.957078,GWh
2009,November,Coal & Lignite,2143.0883,GWh
2009,November,Natural Gas,9086.124972,GWh
2009,November,Diesel,2.796,GWh
2009,November,Imported,336.007,GWh
2009,November,Renewable Energy,154.767121,GWh
2009,December,Hydro Electricity,732.772,GWh
2009,December,Fuel Oil,41.54183,GWh
2009,December,Coal & Lignite,2194.869037,GWh
2009,December,Natural Gas,8795.379648,GWh
2009,December,Diesel,3.826,GWh
2009,December,Imported,277.762,GWh
2009,December,Renewable Energy,192.216947,GWh
2010,January,Hydro Electricity,618.823,GWh
2010,January,Fuel Oil,18.308738,GWh
2010,January,Coal & Lignite,2648.717854,GWh
2010,January,Natural Gas,8883.912628,GWh
2010,January,Diesel,2.711,GWh
2010,January,Imported,164.141,GWh
2010,January,Renewable Energy,357.744412,GWh
2010,February,Hydro Electricity,638.585,GWh
2010,February,Fuel Oil,5.498138,GWh
2010,February,Coal & Lignite,2335.242832,GWh
2010,February,Natural Gas,9265.130892,GWh
2010,February,Diesel,4.432,GWh
2010,February,Imported,143.127,GWh
2010,February,Renewable Energy,322.337165,GWh
2010,March,Hydro Electricity,769.184,GWh
2010,March,Fuel Oil,155.182024,GWh
2010,March,Coal & Lignite,2724.347536,GWh
2010,March,Natural Gas,10044.71981,GWh
2010,March,Diesel,5.05,GWh
2010,March,Imported,568.333,GWh
2010,March,Renewable Energy,366.175006,GWh
2010,April,Hydro Electricity,512.757,GWh
